ID,Title,"File Name","File Size",Caption,"Alt Text",Description,URL,"Date Uploaded",Type
11590,"Pintrest Logo",Pintrest-Logo.png,"36 KB",,pinterest,,https://mybrandplease.com/wp-content/uploads/2025/01/Pintrest-Logo.png,"January 7, 2025",image/png
11589,"Linkedin Logo",Linkedin-Logo.png,"29 KB",,Linkedin,,https://mybrandplease.com/wp-content/uploads/2025/01/Linkedin-Logo.png,"January 7, 2025",image/png
11588,"Insta Logo",Insta-Logo.png,"44 KB",,Insta,,https://mybrandplease.com/wp-content/uploads/2025/01/Insta-Logo.png,"January 7, 2025",image/png
11587,"Follow up",Follow-up.png,"17 KB",,"Follow up",,https://mybrandplease.com/wp-content/uploads/2025/01/Follow-up.png,"January 7, 2025",image/png
11586,"Facebook Logo",Facebook-Logo.png,"36 KB",,Facebook,,https://mybrandplease.com/wp-content/uploads/2025/01/Facebook-Logo.png,"January 7, 2025",image/png
11585,Reverse,Reverse.png,"23 KB",,"Social Media Link",,https://mybrandplease.com/wp-content/uploads/2025/01/Reverse.png,"January 6, 2025",image/png
11584,mybrandplease,mybrandplease.png,"74 KB",,"Social Media Link",,https://mybrandplease.com/wp-content/uploads/2025/01/mybrandplease.png,"January 6, 2025",image/png
11583,"Company Logo New Reverse",Company-Logo-New-Reverse.png,"104 KB",,"my brand please",,https://mybrandplease.com/wp-content/uploads/2025/01/Company-Logo-New-Reverse.png,"January 6, 2025",image/png
11581,mybrandplease.com_Logo,mybrandplease.com_Logo.gif,"2 MB",,mybrandplease,,https://mybrandplease.com/wp-content/uploads/2025/01/mybrandplease.com_Logo.gif,"January 6, 2025",image/gif
11577,"Company Logo Reverse",Company-Logo-Reverse.webp,"79 KB",,"my brand please",,https://mybrandplease.com/wp-content/uploads/2025/01/Company-Logo-Reverse.webp,"January 6, 2025",image/webp
11576,"Company Logo Reverse",Company-Logo-Reverse.png,"176 KB",,"my brand please",,https://mybrandplease.com/wp-content/uploads/2025/01/Company-Logo-Reverse.png,"January 6, 2025",image/png
11574,"mbp_NII Logo",mbp_NII-Logo.gif,"8 MB",,"my brand please",,https://mybrandplease.com/wp-content/uploads/2025/01/mbp_NII-Logo.gif,"January 6, 2025",image/gif
11573,"mybrandplease.com (500 × 2000 px) (1500 × 500 px) (1500 × 400 px) (1500 × 450 px)",mybrandplease.com-500-×-2000-px-1500-×-500-px-1500-×-400-px-1500-×-450-px.gif,"10 MB",,mybrandplease,,https://mybrandplease.com/wp-content/uploads/2025/01/mybrandplease.com-500-×-2000-px-1500-×-500-px-1500-×-400-px-1500-×-450-px.gif,"January 6, 2025",image/gif
11554,"mybrandplease logo",mybrandplease-logo.webp,"161 KB",,mybrandplease,,https://mybrandplease.com/wp-content/uploads/2024/05/mybrandplease-logo.webp,"May 13, 2024",image/webp
11544,mybrandplease-2,mybrandplease-2.webp,"278 KB",,,,https://mybrandplease.com/wp-content/uploads/2023/11/mybrandplease-2.webp,"November 1, 2023",image/webp
11542,mybrandplease-2,mybrandplease-2.gif,"350 KB",,mybrandplease,,https://mybrandplease.com/wp-content/uploads/2023/11/mybrandplease-2.gif,"November 1, 2023",image/gif
11529,mybrandplease_logo,mybrandplease_logo-scaled.webp,"207 KB",,mybrandplease_logo,,https://mybrandplease.com/wp-content/uploads/2023/09/mybrandplease_logo-scaled.webp,"September 30, 2023",image/webp
11515,FDA,FDA-scaled.webp,"188 KB",,"FDA COMPLAINT",,https://mybrandplease.com/wp-content/uploads/2023/08/FDA-scaled.webp,"August 10, 2023",image/webp
11514,MOQ,MOQ.webp,"160 KB",,"LOW MOQ",,https://mybrandplease.com/wp-content/uploads/2023/08/MOQ.webp,"August 10, 2023",image/webp
11510,FDA-logo-featured,FDA-logo-featured.webp,"20 KB",,,,https://mybrandplease.com/wp-content/uploads/2023/08/FDA-logo-featured.webp,"August 7, 2023",image/webp
11508,FDA-logo-featured,FDA-logo-featured.jpg,"31 KB",,FDA,,https://mybrandplease.com/wp-content/uploads/2023/08/FDA-logo-featured.jpg,"August 7, 2023",image/jpeg
11502,mybrandplease.com,mybrandplease.com_-scaled.webp,"161 KB",,"mybrandplease logo",,https://mybrandplease.com/wp-content/uploads/2023/07/mybrandplease.com_-scaled.webp,"July 9, 2023",image/webp
11501,"Mybrandplease gif darkmode",Mybrandplease-gif-darkmode.gif,"1 MB",,"Mybrandplease gif",,https://mybrandplease.com/wp-content/uploads/2023/07/Mybrandplease-gif-darkmode.gif,"July 8, 2023",image/gif
11499,mybrandplease,mybrandplease-1.gif,"2 MB",,"My Brand Please",,https://mybrandplease.com/wp-content/uploads/2023/07/mybrandplease-1.gif,"July 8, 2023",image/gif
11498,mybrandplease,mybrandplease.gif,"2 MB",,"Mybrandplease gif",,https://mybrandplease.com/wp-content/uploads/2023/07/mybrandplease.gif,"July 8, 2023",image/gif
11497,"Website Display Banner",Website-Display-Banner.png,"242 KB",,"private label cosmetic",,https://mybrandplease.com/wp-content/uploads/2023/07/Website-Display-Banner.png,"July 6, 2023",image/png
11496,"Google Page",Google-Page-scaled.webp,"251 KB",,"private label cosmetics",,https://mybrandplease.com/wp-content/uploads/2023/07/Google-Page-scaled.webp,"July 4, 2023",image/webp
11495,"Google Page_new",Google-Page_new-scaled.webp,"261 KB",,"private label cosmetics",,https://mybrandplease.com/wp-content/uploads/2023/07/Google-Page_new-scaled.webp,"July 4, 2023",image/webp
11494,"Google Page New",Google-Page-New-scaled.webp,"249 KB",,"private label cosmetics",,https://mybrandplease.com/wp-content/uploads/2023/07/Google-Page-New-scaled.webp,"July 4, 2023",image/webp
11479,Paypal-Button,Paypal-Button.png,"183 KB",,"payment gateway",,https://mybrandplease.com/wp-content/uploads/2023/07/Paypal-Button.png,"July 3, 2023",image/png
11389,"Novelty Soaps",Novelty-Soaps-scaled.webp,"231 KB",,"bath soap",,https://mybrandplease.com/wp-content/uploads/2023/07/Novelty-Soaps-scaled.webp,"July 2, 2023",image/webp
11388,"Mens Soap",Mens-Soap-scaled.webp,"111 KB",,"mens bath soap",,https://mybrandplease.com/wp-content/uploads/2023/07/Mens-Soap-scaled.webp,"July 2, 2023",image/webp
11387,"Medicated Soap",Medicated-Soap-scaled.webp,"141 KB",,"bath soap",,https://mybrandplease.com/wp-content/uploads/2023/07/Medicated-Soap-scaled.webp,"July 2, 2023",image/webp
11386,"Hotel Soaps",Hotel-Soaps-scaled.webp,"175 KB",,"hotel soap",,https://mybrandplease.com/wp-content/uploads/2023/07/Hotel-Soaps-scaled.webp,"July 2, 2023",image/webp
11385,"Beauty Soaps",Beauty-Soaps-scaled.webp,"188 KB",,"beauty soap",,https://mybrandplease.com/wp-content/uploads/2023/07/Beauty-Soaps-scaled.webp,"July 2, 2023",image/webp
11379,"Treatment Products",Treatment-Products-scaled.webp,"203 KB",,"Treatment Products",,https://mybrandplease.com/wp-content/uploads/2023/07/Treatment-Products-scaled.webp,"July 2, 2023",image/webp
11378,"Styling Products",Styling-Products-scaled.webp,"157 KB",,"Styling Products",,https://mybrandplease.com/wp-content/uploads/2023/07/Styling-Products-scaled.webp,"July 2, 2023",image/webp
11377,Shampoo,Shampoo-scaled.webp,"199 KB",,Shampoo,,https://mybrandplease.com/wp-content/uploads/2023/07/Shampoo-scaled.webp,"July 2, 2023",image/webp
11376,"Shampoo &#038; Conditioner Bars",Shampoo-Conditioner-Bars-scaled.webp,"131 KB",,"Shampoo & Conditioner Bars",,https://mybrandplease.com/wp-content/uploads/2023/07/Shampoo-Conditioner-Bars-scaled.webp,"July 2, 2023",image/webp
11375,Conditioner,Conditioner-scaled.webp,"186 KB",,Conditioner,,https://mybrandplease.com/wp-content/uploads/2023/07/Conditioner-scaled.webp,"July 2, 2023",image/webp
11369,Pri-min-1,Pri-min-1-scaled.webp,"295 KB",,"Banner image",,https://mybrandplease.com/wp-content/uploads/2023/07/Pri-min-1-scaled.webp,"July 2, 2023",image/webp
11368,Help-min,Help-min-scaled.webp,"133 KB",,Help-min,,https://mybrandplease.com/wp-content/uploads/2023/07/Help-min-scaled.webp,"July 2, 2023",image/webp
11367,front,front.webp,"56 KB",,mybrandplease,,https://mybrandplease.com/wp-content/uploads/2023/07/front.webp,"July 2, 2023",image/webp
11366,Blend,Blend-scaled.webp,"152 KB",,mybrandplease,,https://mybrandplease.com/wp-content/uploads/2023/07/Blend-scaled.webp,"July 2, 2023",image/webp
11365,"Marine Complex",Marine-Complex-1-scaled.webp,"178 KB",,"Marine Complex",,https://mybrandplease.com/wp-content/uploads/2023/07/Marine-Complex-1-scaled.webp,"July 2, 2023",image/webp
11364,Botanical,Botanical-1-scaled.webp,"94 KB",,Botanical,,https://mybrandplease.com/wp-content/uploads/2023/07/Botanical-1-scaled.webp,"July 2, 2023",image/webp
11363,"Specialty Products",Specialty-Products-scaled.webp,"130 KB",,"Specialty Products",,https://mybrandplease.com/wp-content/uploads/2023/07/Specialty-Products-scaled.webp,"July 2, 2023",image/webp
11362,"salt &#038; Soaks",salt-Soaks-scaled.webp,"120 KB",,"salt & Soaks",,https://mybrandplease.com/wp-content/uploads/2023/07/salt-Soaks-scaled.webp,"July 2, 2023",image/webp
11361,"Pedi &#038; Meni",Pedi-Meni-scaled.webp,"206 KB",,"Pedi & Meni",,https://mybrandplease.com/wp-content/uploads/2023/07/Pedi-Meni-scaled.webp,"July 2, 2023",image/webp
11360,Lotion,Lotion-scaled.webp,"106 KB",,Lotion,,https://mybrandplease.com/wp-content/uploads/2023/07/Lotion-scaled.webp,"July 2, 2023",image/webp
11359,"Lip Balm &#038; Scrubs",Lip-Balm-Scrubs-scaled.webp,"98 KB",,"Lip Balm & Scrubs",,https://mybrandplease.com/wp-content/uploads/2023/07/Lip-Balm-Scrubs-scaled.webp,"July 2, 2023",image/webp
11358,"Body Wash &#038; Shower Gel",Body-Wash-Shower-Gel-scaled.webp,"149 KB",,"Body Wash & Shower Gel",,https://mybrandplease.com/wp-content/uploads/2023/07/Body-Wash-Shower-Gel-scaled.webp,"July 2, 2023",image/webp
11357,"Body Scrubs",Body-Scrubs-scaled.webp,"191 KB",,"Body Scrubs",,https://mybrandplease.com/wp-content/uploads/2023/07/Body-Scrubs-scaled.webp,"July 2, 2023",image/webp
11356,"Body Butter",Body-Butter-scaled.webp,"85 KB",,"Body Butter",,https://mybrandplease.com/wp-content/uploads/2023/07/Body-Butter-scaled.webp,"July 2, 2023",image/webp
11354,"Vitamin C",Vitamin-C-scaled.webp,"334 KB",,"Vitamin C",,https://mybrandplease.com/wp-content/uploads/2023/07/Vitamin-C-scaled.webp,"July 2, 2023",image/webp
11353,"Super Fruits",Super-Fruits-scaled.webp,"463 KB",,"Super Fruits",,https://mybrandplease.com/wp-content/uploads/2023/07/Super-Fruits-scaled.webp,"July 2, 2023",image/webp
11352,Peptides,Peptides-scaled.webp,"638 KB",,Peptides,,https://mybrandplease.com/wp-content/uploads/2023/07/Peptides-scaled.webp,"July 2, 2023",image/webp
11351,"Marine Complex",Marine-Complex-scaled.webp,"177 KB",,"Marine Complex",,https://mybrandplease.com/wp-content/uploads/2023/07/Marine-Complex-scaled.webp,"July 2, 2023",image/webp
11350,"Environmental Defense",Environmental-Defense-scaled.webp,"384 KB",,"Environmental Defense",,https://mybrandplease.com/wp-content/uploads/2023/07/Environmental-Defense-scaled.webp,"July 2, 2023",image/webp
11349,Brightening,Brightening-scaled.webp,"321 KB",,Brightening,,https://mybrandplease.com/wp-content/uploads/2023/07/Brightening-scaled.webp,"July 2, 2023",image/webp
11348,Botanical,Botanical-scaled.webp,"94 KB",,Botanical,,https://mybrandplease.com/wp-content/uploads/2023/07/Botanical-scaled.webp,"July 2, 2023",image/webp
11347,"Blemish Prone Skin",Blemish-Prone-Skin-scaled.webp,"146 KB",,"Blemish Prone Skin",,https://mybrandplease.com/wp-content/uploads/2023/07/Blemish-Prone-Skin-scaled.webp,"July 2, 2023",image/webp
11346,"Age Defying",Age-Defying-scaled.webp,"193 KB",,"Age Defying",,https://mybrandplease.com/wp-content/uploads/2023/07/Age-Defying-scaled.webp,"July 2, 2023",image/webp
11345,Advance,Advance-scaled.webp,"190 KB",,Advance,,https://mybrandplease.com/wp-content/uploads/2023/07/Advance-scaled.webp,"July 2, 2023",image/webp
11341,mbp_logo,mbp_logo-1-scaled.webp,"153 KB",,"My Brand Please",,https://mybrandplease.com/wp-content/uploads/2023/07/mbp_logo-1-scaled.webp,"July 1, 2023",image/webp
11340,"mybrandplease logo",mbp_logo_inv-1-scaled.webp,"162 KB",,"mybrandplease logo",,https://mybrandplease.com/wp-content/uploads/2023/07/mbp_logo_inv-1-scaled.webp,"July 1, 2023",image/webp
11338,mbp_logo,mbp_logo-scaled.webp,"153 KB",,mbp_logo,,https://mybrandplease.com/wp-content/uploads/2023/07/mbp_logo-scaled.webp,"July 1, 2023",image/webp
11337,"mybrandplease inv logo",mbp_logo_inv-scaled.webp,"186 KB",,"mybrandplease inv logo",,https://mybrandplease.com/wp-content/uploads/2023/07/mbp_logo_inv-scaled.webp,"July 1, 2023",image/webp
11335,"Banner 4",Banner-4.webp,"35 KB",,"Banner 4",,https://mybrandplease.com/wp-content/uploads/2023/06/Banner-4.webp,"June 30, 2023",image/webp
11334,"Banner 3",Banner-3.webp,"97 KB",,"Banner 3",,https://mybrandplease.com/wp-content/uploads/2023/06/Banner-3.webp,"June 30, 2023",image/webp
11331,Fragrances,Fragrances.webp,"82 KB",,Fragrances,,https://mybrandplease.com/wp-content/uploads/2023/06/Fragrances.webp,"June 30, 2023",image/webp
11329,"Hair Care",Hair-Care-.webp,"88 KB",,"Hair Care",,https://mybrandplease.com/wp-content/uploads/2023/06/Hair-Care-.webp,"June 29, 2023",image/webp
11328,"Hair Care",Hair-Care.webp,"84 KB",,"Hair Care",,https://mybrandplease.com/wp-content/uploads/2023/06/Hair-Care.webp,"June 29, 2023",image/webp
11327,"Skin Care",Skin-Care-1.webp,"52 KB",,"Skin Care",,https://mybrandplease.com/wp-content/uploads/2023/06/Skin-Care-1.webp,"June 29, 2023",image/webp
11326,Body_Care,Body_Care.webp,"50 KB",,Body_Care,,https://mybrandplease.com/wp-content/uploads/2023/06/Body_Care.webp,"June 29, 2023",image/webp
11325,"Body Care",Body-Care.webp,"50 KB",,"Body Care",,https://mybrandplease.com/wp-content/uploads/2023/06/Body-Care.webp,"June 29, 2023",image/webp
11317,"Skin Care",Skin-Care.webp,"50 KB",,"Skin Care",,https://mybrandplease.com/wp-content/uploads/2023/06/Skin-Care.webp,"June 29, 2023",image/webp
11315,"Front Banner",Front-Banner.webp,"124 KB","Front Banner","Front Banner",,https://mybrandplease.com/wp-content/uploads/2023/06/Front-Banner.webp,"June 29, 2023",image/webp
11295,"Mybrand_front page-min",Mybrand_front-page-min.png,"746 KB",,"Mybrand_front page-min",,https://mybrandplease.com/wp-content/uploads/2023/06/Mybrand_front-page-min.png,"June 27, 2023",image/png
11284,"Mybrand_front page",Mybrand_front-page-scaled.jpg,"447 KB",,"Mybrand_front page",,https://mybrandplease.com/wp-content/uploads/2023/06/Mybrand_front-page-scaled.jpg,"June 27, 2023",image/jpeg
11166,NISHITA,NISHITA.png,"103 KB",,NISHITA,,https://mybrandplease.com/wp-content/uploads/2023/06/NISHITA.png,"June 19, 2023",image/png
11152,"Be your Own Boss",Be-your-Own-Boss.png,"376 KB",,"Be your Own Boss",,https://mybrandplease.com/wp-content/uploads/2023/06/Be-your-Own-Boss.png,"June 16, 2023",image/png
11151,Expert-min,Expert-min.png,"619 KB",,"Sell Globally",,https://mybrandplease.com/wp-content/uploads/2023/06/Expert-min.png,"June 16, 2023",image/png
11150,Online-min,Online-min.png,"386 KB",,"Help you",,https://mybrandplease.com/wp-content/uploads/2023/06/Online-min.png,"June 16, 2023",image/png
11149,brand-min,brand-min.png,"679 KB",,"Build Your Brand",,https://mybrandplease.com/wp-content/uploads/2023/06/brand-min.png,"June 16, 2023",image/png
11147,"Private Label",Private-Label.png,"664 KB",,"Private Label",,https://mybrandplease.com/wp-content/uploads/2023/06/Private-Label.png,"June 16, 2023",image/png
11146,d83510455c,d83510455c.png,"366 KB",,"Online Shopping",,https://mybrandplease.com/wp-content/uploads/2023/06/d83510455c.png,"June 16, 2023",image/png
11145,3445817,3445817.png,"16 KB",,Cart,,https://mybrandplease.com/wp-content/uploads/2023/06/3445817.png,"June 16, 2023",image/png
11107,Nove-min,Nove-min.png,"2 MB",,"Herbal banner",,https://mybrandplease.com/wp-content/uploads/2023/06/Nove-min.png,"June 7, 2023",image/png
11103,"Hotel Soaps Banner-min",Hotel-Soaps-Banner-min.png,"2 MB",,"Hotel Soaps",,https://mybrandplease.com/wp-content/uploads/2023/06/Hotel-Soaps-Banner-min.png,"June 7, 2023",image/png
11095,"Medicated Soap Banner-min",Medicated-Soap-Banner-min.png,"2 MB",,"Medicated Soap",,https://mybrandplease.com/wp-content/uploads/2023/06/Medicated-Soap-Banner-min.png,"June 7, 2023",image/png
11090,"Mens Soap-min",Mens-Soap-min.png,"2 MB",,"Mens Soap",,https://mybrandplease.com/wp-content/uploads/2023/06/Mens-Soap-min.png,"June 7, 2023",image/png
11057,Banner-min,Banner-min.png,"1 MB",,"Product Banner",,https://mybrandplease.com/wp-content/uploads/2023/06/Banner-min.png,"June 6, 2023",image/png
11042,"Noodle Soaps",Noodle-Soaps.png,"889 KB",,"Noodle Soaps",,https://mybrandplease.com/wp-content/uploads/2023/06/Noodle-Soaps.png,"June 5, 2023",image/png
11040,"Hotel Soaps-min",Hotel-Soaps-min.png,"351 KB",,"Hotel Soaps",,https://mybrandplease.com/wp-content/uploads/2023/06/Hotel-Soaps-min.png,"June 5, 2023",image/png
11034,"Bathing Saop-min",Bathing-Saop-min.png,"453 KB",,"Bathing Saop",,https://mybrandplease.com/wp-content/uploads/2023/06/Bathing-Saop-min.png,"June 5, 2023",image/png
11018,"Mens Soaps",Mens-Soaps.png,"658 KB",,"Mens Soaps",,https://mybrandplease.com/wp-content/uploads/2023/06/Mens-Soaps.png,"June 5, 2023",image/png
11016,decdc14e24,decdc14e24.jpeg,"643 KB",,"bath soap",,https://mybrandplease.com/wp-content/uploads/2023/06/decdc14e24.jpeg,"June 5, 2023",image/jpeg
11013,65d57e4bd4,65d57e4bd4.jpeg,"338 KB",,"Hotel Soap",,https://mybrandplease.com/wp-content/uploads/2023/06/65d57e4bd4.jpeg,"June 5, 2023",image/jpeg
11010,Medicat,Medicat.png,"510 KB",,"Medicat Soap",,https://mybrandplease.com/wp-content/uploads/2023/06/Medicat.png,"June 5, 2023",image/png
11008,Medicated-min,Medicated-min-1.png,"504 KB",,"Medicated Soap",,https://mybrandplease.com/wp-content/uploads/2023/06/Medicated-min-1.png,"June 5, 2023",image/png
11006,Medicated-min,Medicated-min.png,"5 MB",,"Medicated soap",,https://mybrandplease.com/wp-content/uploads/2023/06/Medicated-min.png,"June 5, 2023",image/png
11003,"Mens Soap",Mens-Soap-1.png,"548 KB",,"Mens Soap",,https://mybrandplease.com/wp-content/uploads/2023/06/Mens-Soap-1.png,"June 5, 2023",image/png
11000,"Mens So",Mens-So.png,"407 KB",,"Mens Soap",,https://mybrandplease.com/wp-content/uploads/2023/06/Mens-So.png,"June 5, 2023",image/png
10998,"Mens Soap",Mens-Soap.png,"644 KB",,"Mens Soap",,https://mybrandplease.com/wp-content/uploads/2023/06/Mens-Soap.png,"June 5, 2023",image/png
10996,Soa1-min,Soa1-min.png,"440 KB",,Soap,,https://mybrandplease.com/wp-content/uploads/2023/06/Soa1-min.png,"June 5, 2023",image/png
10977,Soaps,Soaps.jpeg,"872 KB",,Soaps,,https://mybrandplease.com/wp-content/uploads/2023/06/Soaps.jpeg,"June 5, 2023",image/jpeg
10955,"4) Almond with Milk Soap",4-Almond-with-Milk-Soap.docx,"92 KB","4) Almond with Milk Soap",,,https://mybrandplease.com/wp-content/uploads/2023/06/4-Almond-with-Milk-Soap.docx,"June 4, 2023",application/vnd.openxmlformats-officedocument.wordprocessingml.document
10954,"3) Aloe Vera with Tea Tree Oil Soap",3-Aloe-Vera-with-Tea-Tree-Oil-Soap.docx,"92 KB","3) Aloe Vera with Tea Tree Oil Soap",,,https://mybrandplease.com/wp-content/uploads/2023/06/3-Aloe-Vera-with-Tea-Tree-Oil-Soap.docx,"June 4, 2023",application/vnd.openxmlformats-officedocument.wordprocessingml.document
10953,"2) Papaya lightening Soap",2-Papaya-lightening-Soap.docx,"92 KB","2) Papaya lightening Soap",,,https://mybrandplease.com/wp-content/uploads/2023/06/2-Papaya-lightening-Soap.docx,"June 4, 2023",application/vnd.openxmlformats-officedocument.wordprocessingml.document
10952,"1) Turmeric lightening Soap",1-Turmeric-lightening-Soap.docx,"92 KB","1) Turmeric lightening Soap",,,https://mybrandplease.com/wp-content/uploads/2023/06/1-Turmeric-lightening-Soap.docx,"June 4, 2023",application/vnd.openxmlformats-officedocument.wordprocessingml.document
10951,"9) Ultra-Conditioning Beard Balm",9-Ultra-Conditioning-Beard-Balm.docx,"92 KB","9) Ultra-Conditioning Beard Balm",,,https://mybrandplease.com/wp-content/uploads/2023/06/9-Ultra-Conditioning-Beard-Balm.docx,"June 4, 2023",application/vnd.openxmlformats-officedocument.wordprocessingml.document
10950,"8) Argan Beard Oil",8-Argan-Beard-Oil.docx,"92 KB","8) Argan Beard Oil",,,https://mybrandplease.com/wp-content/uploads/2023/06/8-Argan-Beard-Oil.docx,"June 4, 2023",application/vnd.openxmlformats-officedocument.wordprocessingml.document
10949,"7) Aftershave Power Balm",7-Aftershave-Power-Balm.docx,"92 KB","7) Aftershave Power Balm",,,https://mybrandplease.com/wp-content/uploads/2023/06/7-Aftershave-Power-Balm.docx,"June 4, 2023",application/vnd.openxmlformats-officedocument.wordprocessingml.document
10948,"6) Aftershave Cooling Toner",6-Aftershave-Cooling-Toner.docx,"92 KB","6) Aftershave Cooling Toner",,,https://mybrandplease.com/wp-content/uploads/2023/06/6-Aftershave-Cooling-Toner.docx,"June 4, 2023",application/vnd.openxmlformats-officedocument.wordprocessingml.document
10947,"5) Tamanu &#038; Noni Pre-Shave Oil",5-Tamanu-Noni-Pre-Shave-Oil.docx,"92 KB","5) Tamanu & Noni Pre-Shave Oil",,,https://mybrandplease.com/wp-content/uploads/2023/06/5-Tamanu-Noni-Pre-Shave-Oil.docx,"June 4, 2023",application/vnd.openxmlformats-officedocument.wordprocessingml.document
